name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Feierling Inselhopf,Hausbrauerei Feierling,Germany,Kellerbier / ZwickelbierRanked #1,Kellerbier / Zwickelbier,Ranked #1, 5%,"94Ranked #2,256",94,"Ranked #2,256",4.41 | pDev: 11.79%,4.41,11.79%,6,19,Active,"Aug 10, 2004"
Tripel Karmeliet,Brouwerij Bosteels,Belgium,TripelRanked #4,Tripel,Ranked #4, 8.4%,"95Ranked #1,376",95,"Ranked #1,376",4.29 | pDev: 9.79%,4.29,9.79%,"1,462","4,564",Active,"Apr 27, 2001"
Curieux,Allagash Brewing Company,"Maine, United States",TripelRanked #5,Tripel,Ranked #5, 10.2%,"95Ranked #1,495",95,"Ranked #1,495",4.28 | pDev: 10.75%,4.28,10.75%,"1,025","4,127",Active,"Apr 05, 2004"
Tripel,Brouwerij St. Bernardus NV,Belgium,TripelRanked #6,Tripel,Ranked #6, 8%,"94Ranked #2,124",94,"Ranked #2,124",4.24 | pDev: 9.2%,4.24,9.2%,"1,382","3,475",Active,"Jan 07, 2001"
Bronzen Schild Belgian Tripel Ale,Brouwerij Van Steenberge N.V.,Belgium,TripelRanked #7,Tripel,Ranked #7, 10.5%,"94Ranked #2,439",94,"Ranked #2,439",4.36 | pDev: 6.42%,4.36,6.42%,10,24,Active,"Jan 06, 2018"
Trappistes Rochefort Triple Extra,Brasserie de Rochefort,Belgium,TripelRanked #8,Tripel,Ranked #8, 8.1%,"93Ranked #3,558",93,"Ranked #3,558",4.19 | pDev: 7.4%,4.19,7.4%,79,181,Active,"Sep 29, 2020"
Trignac ,Brouwerij Van Honsebrouck N.V.,Belgium,TripelRanked #9,Tripel,Ranked #9, 12%,"93Ranked #3,819",93,"Ranked #3,819",4.2 | pDev: 7.86%,4.2,7.86%,30,79,Active,"Aug 23, 2013"
La Buteuse Brassin Spécial (Barrel Aged),Le Trou Du Diable,"Quebec, Canada",TripelRanked #10,Tripel,Ranked #10, 10%,"93Ranked #4,228",93,"Ranked #4,228",4.17 | pDev: 10.31%,4.17,10.31%,63,144,Active,"Jul 27, 2009"
Don De Dieu,Unibroue,"Quebec, Canada",TripelRanked #11,Tripel,Ranked #11, 9%,"92Ranked #4,316",92,"Ranked #4,316",4.15 | pDev: 10.12%,4.15,10.12%,"1,385","3,082",Active,"Dec 06, 2000"
Dulle Teve (Mad Bitch),Brouwerij De Dolle Brouwers,Belgium,TripelRanked #12,Tripel,Ranked #12, 10%,"92Ranked #4,405",92,"Ranked #4,405",4.15 | pDev: 9.64%,4.15,9.64%,485,937,Active,"Sep 06, 2001"
Triple (White),Bières de Chimay,Belgium,TripelRanked #13,Tripel,Ranked #13, 8%,"92Ranked #4,656",92,"Ranked #4,656",4.14 | pDev: 10.87%,4.14,10.87%,"1,765","4,723",Active,"Sep 18, 2001"
Tripel,Allagash Brewing Company,"Maine, United States",TripelRanked #14,Tripel,Ranked #14, 9%,"92Ranked #4,660",92,"Ranked #4,660",4.14 | pDev: 10.14%,4.14,10.14%,"1,045","3,067",Active,"Nov 08, 2001"
Gouden Carolus Tripel,Brouwerij Het Anker,Belgium,TripelRanked #15,Tripel,Ranked #15, 9%,"92Ranked #4,710",92,"Ranked #4,710",4.14 | pDev: 10.39%,4.14,10.39%,488,"1,067",Active,"Aug 12, 2002"
Triple,Brasserie de l'Abbaye du Val-Dieu,Belgium,TripelRanked #16,Tripel,Ranked #16, 9%,"92Ranked #4,796",92,"Ranked #4,796",4.14 | pDev: 9.66%,4.14,9.66%,278,557,Active,"Apr 24, 2002"
Three Fates,Barrel of Monks Brewing,"Florida, United States",TripelRanked #17,Tripel,Ranked #17, 9%,"92Ranked #4,787",92,"Ranked #4,787",4.17 | pDev: 9.35%,4.17,9.35%,19,71,Active,"Feb 27, 2015"
Erastus,Schilling Beer Co.,"New Hampshire, United States",TripelRanked #18,Tripel,Ranked #18, 9%,"92Ranked #4,866",92,"Ranked #4,866",4.16 | pDev: 8.17%,4.16,8.17%,23,89,Active,"Oct 07, 2013"
Ondineke Oilsjtersen Tripel,KleinBrouwerij De Glazen Toren,Belgium,TripelRanked #19,Tripel,Ranked #19, 8.5%,"92Ranked #5,526",92,"Ranked #5,526",4.13 | pDev: 8.23%,4.13,8.23%,88,158,Active,"Aug 14, 2005"
Oak Aged Tripel,Brewery Ommegang,"New York, United States",TripelRanked #20,Tripel,Ranked #20, 9%,"92Ranked #5,441",92,"Ranked #5,441",4.18 | pDev: 6.94%,4.18,6.94%,16,36,Active,"May 24, 2022"
Barrel & Bean,Allagash Brewing Company,"Maine, United States",TripelRanked #21,Tripel,Ranked #21, 9.6%,"91Ranked #6,223",91,"Ranked #6,223",4.1 | pDev: 8.29%,4.1,8.29%,147,739,Active,"Jul 09, 2012"
Mamaw's Mean Cobbler,Hardywood Park Craft Brewery,"Virginia, United States",TripelRanked #22,Tripel,Ranked #22, 8.2%,"91Ranked #6,178",91,"Ranked #6,178",4.18 | pDev: 7.66%,4.18,7.66%,10,25,Active,"May 15, 2017"
Herbe à Détourne,Brasserie Dieu du Ciel!,"Quebec, Canada",TripelRanked #23,Tripel,Ranked #23, 10.2%,"91Ranked #6,440",91,"Ranked #6,440",4.1 | pDev: 9.27%,4.1,9.27%,102,279,Active,"Jun 08, 2010"
Dominus Vobiscum Triple,Microbrasserie Charlevoix,"Quebec, Canada",TripelRanked #24,Tripel,Ranked #24, 9%,"91Ranked #6,566",91,"Ranked #6,566",4.1 | pDev: 9.27%,4.1,9.27%,90,192,Active,"Feb 12, 2004"
Pentuple,Hoppin' Frog Brewery,"Ohio, United States",TripelRanked #25,Tripel,Ranked #25, 15.1%,"91Ranked #7,008",91,"Ranked #7,008",4.12 | pDev: 9.71%,4.12,9.71%,19,47,Active,"Nov 20, 2018"
The Way Tripel,The Bold Monk Brewing Co.,"Georgia, United States",TripelRanked #26,Tripel,Ranked #26, 8.8%,"91Ranked #6,919",91,"Ranked #6,919",4.27 | pDev: 4.45%,4.27,4.45%,5,10,Active,"Jan 25, 2020"
Stealth Tripel,Selin's Grove Brewing Company,"Pennsylvania, United States",TripelRanked #27,Tripel,Ranked #27, 8.5%,"91Ranked #7,241",91,"Ranked #7,241",4.1 | pDev: 9.76%,4.1,9.76%,31,72,Active,"Sep 01, 2002"
Handsome Maniac,Sand City Brewing Co. - North,"New York, United States",TripelRanked #28,Tripel,Ranked #28, 10%,"91Ranked #7,283",91,"Ranked #7,283",4.13 | pDev: 6.54%,4.13,6.54%,6,32,Active,"Jan 10, 2016"
Final Absolution Trippel,Dragonmead Microbrewery,"Michigan, United States",TripelRanked #29,Tripel,Ranked #29, 10%,"91Ranked #7,576",91,"Ranked #7,576",4.07 | pDev: 11.79%,4.07,11.79%,229,607,Active,"Aug 12, 2002"
Thumbprint Triple 5,New Glarus Brewing Company,"Wisconsin, United States",TripelRanked #30,Tripel,Ranked #30, 9%,"91Ranked #7,608",91,"Ranked #7,608",4.1 | pDev: 7.8%,4.1,7.8%,23,52,Active,"Dec 29, 2020"
Straffe Drieling,Logsdon Farmhouse Ales,"Washington, United States",TripelRanked #31,Tripel,Ranked #31, 8.8%,"91Ranked #7,849",91,"Ranked #7,849",4.07 | pDev: 7.86%,4.07,7.86%,40,181,Active,"May 19, 2014"
Watou Tripel,Brouwerij St. Bernardus NV,Belgium,TripelRanked #32,Tripel,Ranked #32, 7.5%,"91Ranked #7,990",91,"Ranked #7,990",4.06 | pDev: 9.36%,4.06,9.36%,293,620,Active,"Feb 19, 2002"
Tripe à 3 Brett,À La Fût,"Quebec, Canada",TripelRanked #33,Tripel,Ranked #33, 9.7%,"91Ranked #7,872",91,"Ranked #7,872",4.11 | pDev: 9.49%,4.11,9.49%,14,33,Active,"Jun 08, 2010"
La Rullés Triple (Bière De Gaume),Brasserie Artisanale De Rulles SPRL,Belgium,TripelRanked #34,Tripel,Ranked #34, 8.4%,"90Ranked #8,565",90,"Ranked #8,565",4.05 | pDev: 9.88%,4.05,9.88%,168,318,Active,"Nov 11, 2004"
75 Anniversary Beer,Brouwerij St. Bernardus NV,Belgium,TripelRanked #35,Tripel,Ranked #35, 8.7%,"90Ranked #8,310",90,"Ranked #8,310",4.17 | pDev: 3.84%,4.17,3.84%,6,13,Active,"Aug 27, 2022"
Embrace Change,Anchorage Brewing Company,"Alaska, United States",TripelRanked #36,Tripel,Ranked #36, 9%,"90Ranked #8,311",90,"Ranked #8,311",4.17 | pDev: 4.08%,4.17,4.08%,7,13,Active,"Aug 20, 2023"
Three Little Pigs,Rockingham Brewing Company,"New Hampshire, United States",TripelRanked #37,Tripel,Ranked #37, 9.2%,"90Ranked #8,472",90,"Ranked #8,472",4.1 | pDev: 6.34%,4.1,6.34%,11,29,Active,"Jul 23, 2015"
Genèse Sauvignon,Brasserie Dieu du Ciel!,"Quebec, Canada",TripelRanked #38,Tripel,Ranked #38, 9%,"90Ranked #8,324",90,"Ranked #8,324",4.18 | pDev: 5.74%,4.18,5.74%,4,12,Active,"Jul 03, 2017"
Tripel Dog Dare - Barrel-Aged,Great Lakes Brewing Co.,"Ohio, United States",TripelRanked #39,Tripel,Ranked #39, 9.5%,"90Ranked #8,919",90,"Ranked #8,919",4.08 | pDev: 7.11%,4.08,7.11%,7,34,Active,"Oct 13, 2014"
Caramel Apple Tripel,Sun King Brewing Company,"Indiana, United States",TripelRanked #40,Tripel,Ranked #40, 9.4%,"90Ranked #9,080",90,"Ranked #9,080",4.16 | pDev: 8.17%,4.16,8.17%,2,11,Active,"Mar 13, 2017"
Xtra Gold Tripel,Captain Lawrence Brewing Co.,"New York, United States",TripelRanked #41,Tripel,Ranked #41, 10%,"90Ranked #9,435",90,"Ranked #9,435",4.03 | pDev: 10.92%,4.03,10.92%,217,381,Active,"Aug 14, 2006"
Trois Filles Tripel,Ladyface Brewery & Restaurant,"California, United States",TripelRanked #42,Tripel,Ranked #42, 8.3%,"90Ranked #9,692",90,"Ranked #9,692",4.05 | pDev: 9.88%,4.05,9.88%,10,45,Active,"Feb 04, 2010"
Jaggery Tripel,Ten Ninety Brewing Company,"Illinois, United States",TripelRanked #43,Tripel,Ranked #43, 11%,"90Ranked #9,731",90,"Ranked #9,731",4.05 | pDev: 9.88%,4.05,9.88%,2,43,Active,"Oct 03, 2013"
Eau Benite,Unibroue,"Quebec, Canada",TripelRanked #44,Tripel,Ranked #44, 7.7%,"90Ranked #9,876",90,"Ranked #9,876",4.02 | pDev: 9.95%,4.02,9.95%,222,487,Active,"Mar 06, 2001"
Bottle Shop Series #3: Belgian Twist,Founders Brewing Company,"Michigan, United States",TripelRanked #45,Tripel,Ranked #45, 10%,"90Ranked #9,940",90,"Ranked #9,940",4.03 | pDev: 7.2%,4.03,7.2%,44,93,Active,"Nov 19, 2021"
Belgian Essence,Brewery Ommegang,"New York, United States",TripelRanked #46,Tripel,Ranked #46, 8.4%,"90Ranked #9,935",90,"Ranked #9,935",4.05 | pDev: 5.68%,4.05,5.68%,22,37,Active,"Jun 23, 2023"
De Ranke Guldenberg,Brouwerij Brasserie De Ranke,Belgium,TripelRanked #47,Tripel,Ranked #47, 8.5%,"90Ranked #10,336",90,"Ranked #10,336",4.01 | pDev: 9.73%,4.01,9.73%,267,500,Active,"Apr 22, 2002"
Tripel,Une Année,"Illinois, United States",TripelRanked #48,Tripel,Ranked #48, 8.7%,"90Ranked #10,452",90,"Ranked #10,452",4.02 | pDev: 10.95%,4.02,10.95%,16,81,Active,"Dec 28, 2013"
Bourbon Barrel Aged Cerberus Belgian Tripel,Thirsty Dog Brewing Company,"Ohio, United States",TripelRanked #49,Tripel,Ranked #49, 12%,"90Ranked #10,539",90,"Ranked #10,539",4.02 | pDev: 13.43%,4.02,13.43%,12,66,Active,"Mar 10, 2012"
Gouden Arend 125 Years,Brouwerij De Ryck,Belgium,TripelRanked #50,Tripel,Ranked #50, 9%,"90Ranked #10,569",90,"Ranked #10,569",4.08 | pDev: 10.54%,4.08,10.54%,3,14,Active,"May 20, 2014"
Golden Dall,49th State Brewing,"Alaska, United States",TripelRanked #51,Tripel,Ranked #51, 8.5%,"89Ranked #10,720",89,"Ranked #10,720",4.04 | pDev: 9.41%,4.04,9.41%,7,26,Active,"Oct 06, 2013"
Hop - Ruiter,Scheldebrouwerij,Belgium,TripelRanked #52,Tripel,Ranked #52, 8%,"89Ranked #10,916",89,"Ranked #10,916",4 | pDev: 10.25%,4,10.25%,93,233,Active,"Sep 14, 2010"
Act of Faith,Brotherwell Brewing,"Texas, United States",TripelRanked #53,Tripel,Ranked #53, 8.5%,"90Ranked #10,608",90,"Ranked #10,608",4.11 | pDev: 8.76%,4.11,8.76%,5,10,Active,"Sep 29, 2018"
Honey Orange Tripel,New Belgium Brewing Company,"Colorado, United States",TripelRanked #54,Tripel,Ranked #54, 10%,"89Ranked #10,940",89,"Ranked #10,940",4 | pDev: 10.75%,4,10.75%,78,211,Active,"Apr 30, 2017"
Scaldis Blond Ale Triple,Brasserie Dubuisson Frères sprl,Belgium,TripelRanked #55,Tripel,Ranked #55, 10.5%,"89Ranked #11,016",89,"Ranked #11,016",4 | pDev: 10.25%,4,10.25%,50,147,Active,"Apr 10, 2009"
Marvella Belgian Tripel,Red Rock Brewing Company,"Utah, United States",TripelRanked #56,Tripel,Ranked #56, 11%,"89Ranked #10,874",89,"Ranked #10,874",4.05 | pDev: 10.12%,4.05,10.12%,7,19,Active,"Oct 17, 2017"
Tripel,Brouwerij Hof Ten Dormaal,Belgium,TripelRanked #57,Tripel,Ranked #57, 8%,"89Ranked #10,808",89,"Ranked #10,808",4.1 | pDev: 4.15%,4.1,4.15%,6,10,Active,"May 22, 2021"
Sour Monkey,Victory Brewing Company - Downingtown,"Pennsylvania, United States",TripelRanked #58,Tripel,Ranked #58, 9.5%,"89Ranked #11,231",89,"Ranked #11,231",3.99 | pDev: 10.78%,3.99,10.78%,282,"1,254",Active,"Feb 26, 2015"
Straffe Hendrik Tripel,Brouwerij De Halve Maan,Belgium,TripelRanked #59,Tripel,Ranked #59, 9%,"89Ranked #11,246",89,"Ranked #11,246",3.99 | pDev: 11.28%,3.99,11.28%,195,644,Active,"Feb 12, 2009"
The Apparition,WarPigs Brewing USA,"Indiana, United States",TripelRanked #60,Tripel,Ranked #60, 9.4%,"89Ranked #11,005",89,"Ranked #11,005",4.07 | pDev: 7.62%,4.07,7.62%,6,13,Active,"Feb 18, 2022"
Erastus - Dry-Hopped,Schilling Beer Co.,"New Hampshire, United States",TripelRanked #61,Tripel,Ranked #61, 9%,"89Ranked #11,467",89,"Ranked #11,467",4.01 | pDev: 8.23%,4.01,8.23%,15,35,Active,"Jul 31, 2016"
Desert Select Tripel,Moab Brewery,"Utah, United States",TripelRanked #62,Tripel,Ranked #62, 8.59%,"89Ranked #11,533",89,"Ranked #11,533",4 | pDev: 8.5%,4,8.5%,21,50,Active,"Oct 03, 2011"
Cuvée Peach,Hardywood Park Craft Brewery,"Virginia, United States",TripelRanked #63,Tripel,Ranked #63, 8.2%,"89Ranked #11,510",89,"Ranked #11,510",4.01 | pDev: 4.99%,4.01,4.99%,7,33,Active,"Apr 25, 2017"
Tripel Burner,Brooklyn Brewery,"New York, United States",TripelRanked #64,Tripel,Ranked #64, 10.7%,"89Ranked #11,529",89,"Ranked #11,529",4.01 | pDev: 10.72%,4.01,10.72%,14,32,Active,"Jun 26, 2016"
A Lost Epic,Peticolas Brewing Company,"Texas, United States",TripelRanked #65,Tripel,Ranked #65, 11%,"89Ranked #11,740",89,"Ranked #11,740",4.01 | pDev: 8.73%,4.01,8.73%,5,27,Active,"Oct 22, 2014"
Belgian Tripel,The Defiant Brewing Company,"New York, United States",TripelRanked #66,Tripel,Ranked #66, 9%,"89Ranked #11,977",89,"Ranked #11,977",3.98 | pDev: 14.82%,3.98,14.82%,50,131,Active,"Jun 01, 2008"
Oud Beersel Bersalis Tripel Oak Aged,Brouwerij Oud Beersel,Belgium,TripelRanked #67,Tripel,Ranked #67, 10.5%,"89Ranked #11,826",89,"Ranked #11,826",4.01 | pDev: 7.48%,4.01,7.48%,8,25,Active,"Jun 21, 2015"
Agnus Dei (Abbey Pale Ale),Brouwerij Corsendonk,Belgium,TripelRanked #68,Tripel,Ranked #68, 7.5%,"89Ranked #12,202",89,"Ranked #12,202",3.97 | pDev: 10.58%,3.97,10.58%,530,"1,039",Active,"Jun 26, 2001"
Affligem Tripel,Brouwerij De Smedt / Brouwerij Affligem,Belgium,TripelRanked #69,Tripel,Ranked #69, 9.5%,"89Ranked #12,215",89,"Ranked #12,215",3.97 | pDev: 10.58%,3.97,10.58%,367,766,Active,"Sep 27, 2001"
Unholy Trippel,Coppertail Brewing Co.,"Florida, United States",TripelRanked #70,Tripel,Ranked #70, 9%,"89Ranked #12,283",89,"Ranked #12,283",3.97 | pDev: 13.1%,3.97,13.1%,86,333,Active,"May 05, 2014"
T1,Transmitter Brewing,"New York, United States",TripelRanked #71,Tripel,Ranked #71, 9.1%,"89Ranked #12,019",89,"Ranked #12,019",4.03 | pDev: 9.43%,4.03,9.43%,3,14,Active,"Jun 14, 2014"
Adriaen Brouwer Tripel,Roman N.V.,Belgium,TripelRanked #72,Tripel,Ranked #72, 9%,"89Ranked #12,110",89,"Ranked #12,110",4.02 | pDev: 7.96%,4.02,7.96%,5,16,Active,"Nov 27, 2018"
Kentucky Monk,Jackie O's Brewpub,"Ohio, United States",TripelRanked #73,Tripel,Ranked #73, 8%,"89Ranked #12,388",89,"Ranked #12,388",3.97 | pDev: 14.36%,3.97,14.36%,61,149,Active,"Aug 08, 2009"
La Trappe Tripel (Koningshoeven / Dominus),Bierbrouwerij De Koningshoeven B.V.,Netherlands,TripelRanked #74,Tripel,Ranked #74, 8%,"89Ranked #12,705",89,"Ranked #12,705",3.96 | pDev: 10.61%,3.96,10.61%,514,"1,097",Active,"Apr 30, 2002"
St. Feuillien Triple,Brasserie St. Feuillien,Belgium,TripelRanked #75,Tripel,Ranked #75, 8.5%,"89Ranked #12,727",89,"Ranked #12,727",3.96 | pDev: 11.11%,3.96,11.11%,320,670,Active,"Dec 07, 2002"
Straffe Hendrik Wild,Brouwerij De Halve Maan,Belgium,TripelRanked #76,Tripel,Ranked #76, 9%,"89Ranked #12,788",89,"Ranked #12,788",3.96 | pDev: 10.1%,3.96,10.1%,81,271,Active,"Jan 13, 2014"
The Trinity,Monkless Belgian Ales - The Brasserie,"Oregon, United States",TripelRanked #77,Tripel,Ranked #77, 8.1%,"89Ranked #12,550",89,"Ranked #12,550",4 | pDev: 6.5%,4,6.5%,8,18,Active,"Sep 24, 2016"
Gilded Lily,Carton Brewing Company,"New Jersey, United States",TripelRanked #78,Tripel,Ranked #78, 10.6%,"89Ranked #12,877",89,"Ranked #12,877",3.96 | pDev: 12.88%,3.96,12.88%,31,157,Active,"Dec 09, 2014"
Orenda - Volume 3 (Apple Brandy Barrel Aged),Pollyanna Brewing Company,"Illinois, United States",TripelRanked #79,Tripel,Ranked #79, 11%,"89Ranked #12,655",89,"Ranked #12,655",4.02 | pDev: 5.72%,4.02,5.72%,6,11,Active,"Nov 18, 2018"
Winterlude,Birrificio Del Ducato,Italy,TripelRanked #80,Tripel,Ranked #80, 8.4%,"89Ranked #12,876",89,"Ranked #12,876",3.98 | pDev: 6.53%,3.98,6.53%,14,26,Active,"Apr 03, 2009"
33 Acres Of Euphoria,33 Acres Brewing Co.,"British Columbia, Canada",TripelRanked #81,Tripel,Ranked #81, 9.2%,"89Ranked #12,791",89,"Ranked #12,791",4 | pDev: 8.25%,4,8.25%,3,15,Active,"Nov 30, 2014"
Jack Of Spades / Schuppenboer Tripel Grand Cru,Brouwerij Het Nest,Belgium,TripelRanked #82,Tripel,Ranked #82, 10%,"89Ranked #12,797",89,"Ranked #12,797",4 | pDev: 8.25%,4,8.25%,4,15,Active,"Dec 08, 2016"
Unforgivable Curses,Peabody Heights Brewery,"Maryland, United States",TripelRanked #83,Tripel,Ranked #83, 9%,"89Ranked #12,792",89,"Ranked #12,792",4 | pDev: 4.75%,4,4.75%,6,15,Active,"May 28, 2018"
Exemption - Peach Brandy Barrel,Taxman Brewing Co.,"Indiana, United States",TripelRanked #84,Tripel,Ranked #84, 9%,"89Ranked #12,944",89,"Ranked #12,944",3.98 | pDev: 7.79%,3.98,7.79%,11,24,Active,"Oct 10, 2019"
Illuminated,Block 15 Restaurant & Brewery,"Oregon, United States",TripelRanked #85,Tripel,Ranked #85, 9%,"89Ranked #12,981",89,"Ranked #12,981",4 | pDev: 7.75%,4,7.75%,8,13,Active,"Mar 16, 2019"
King Gambrinus,Jersey Girl Brewing Company,"New Jersey, United States",TripelRanked #86,Tripel,Ranked #86, 10%,"89Ranked #13,037",89,"Ranked #13,037",3.98 | pDev: 9.55%,3.98,9.55%,5,21,Active,"Sep 17, 2016"
Grand Cru,Celis Brewery,"Texas, United States",TripelRanked #87,Tripel,Ranked #87, 8.6%,"89Ranked #13,115",89,"Ranked #13,115",3.97 | pDev: 9.57%,3.97,9.57%,10,29,Active,"Nov 13, 2017"
Noir et Bleu,Big Oyster Brewery,"Delaware, United States",TripelRanked #88,Tripel,Ranked #88, 9%,"88Ranked #13,278",88,"Ranked #13,278",3.96 | pDev: 8.33%,3.96,8.33%,16,45,Active,"Mar 30, 2017"
Triplicity Belgian Tripel,Four Winds Brewing Co.,"British Columbia, Canada",TripelRanked #89,Tripel,Ranked #89, 9%,"88Ranked #13,220",88,"Ranked #13,220",3.97 | pDev: 7.56%,3.97,7.56%,8,26,Active,"Mar 18, 2014"
Ms. Violet,To Øl,Denmark,TripelRanked #90,Tripel,Ranked #90, 9%,"89Ranked #13,047",89,"Ranked #13,047",4.01 | pDev: 7.48%,4.01,7.48%,3,10,Active,"Aug 31, 2018"
Jude,Reformation Brewery (Woodstock),"Georgia, United States",TripelRanked #91,Tripel,Ranked #91, 9.2%,"88Ranked #13,519",88,"Ranked #13,519",3.95 | pDev: 10.89%,3.95,10.89%,21,68,Active,"Dec 28, 2013"
Abbot's Habit Tripel,Martha's Exchange,"New Hampshire, United States",TripelRanked #92,Tripel,Ranked #92, 9%,"88Ranked #13,465",88,"Ranked #13,465",3.99 | pDev: 6.52%,3.99,6.52%,8,11,Active,"Jan 03, 2005"
Trade Winds,The Bruery,"California, United States",TripelRanked #93,Tripel,Ranked #93, 8.1%,"88Ranked #14,197",88,"Ranked #14,197",3.93 | pDev: 9.41%,3.93,9.41%,368,"1,162",Active,"May 25, 2008"
LaGrave,Tröegs Brewing Company,"Pennsylvania, United States",TripelRanked #94,Tripel,Ranked #94, 8%,"88Ranked #14,210",88,"Ranked #14,210",3.93 | pDev: 9.41%,3.93,9.41%,119,617,Active,"Oct 23, 2013"
Tripel Dog Dare,Great Lakes Brewing Co.,"Ohio, United States",TripelRanked #95,Tripel,Ranked #95, 9%,"88Ranked #14,320",88,"Ranked #14,320",3.93 | pDev: 8.14%,3.93,8.14%,37,155,Active,"Jan 12, 2011"
Head Trip,Fat Head's Brewery & Saloon,"Ohio, United States",TripelRanked #96,Tripel,Ranked #96, 9%,"88Ranked #14,364",88,"Ranked #14,364",3.93 | pDev: 10.69%,3.93,10.69%,23,109,Active,"Jan 03, 2010"
Bruges la Morte,Fort Lapin,Belgium,TripelRanked #97,Tripel,Ranked #97, 8%,"88Ranked #14,077",88,"Ranked #14,077",3.97 | pDev: 9.57%,3.97,9.57%,5,10,Active,"Mar 26, 2021"
In Bruges,Lamplighter Brewing Company,"Massachusetts, United States",TripelRanked #98,Tripel,Ranked #98, 9%,"88Ranked #14,290",88,"Ranked #14,290",3.95 | pDev: 8.1%,3.95,8.1%,6,16,Active,"Jan 10, 2018"
Tripel Threat,Cambridge Brewing Company,"Massachusetts, United States",TripelRanked #99,Tripel,Ranked #99, 10%,"88Ranked #14,766",88,"Ranked #14,766",3.92 | pDev: 13.01%,3.92,13.01%,106,335,Active,"Jan 20, 2002"
Bux Tripel,Brouwerij Biermaekers,Belgium,TripelRanked #100,Tripel,Ranked #100, 8.5%,"88Ranked #14,614",88,"Ranked #14,614",3.94 | pDev: 10.91%,3.94,10.91%,6,16,Active,"Feb 14, 2021"
Maple In The Wood - Double Barrel-Aged,Side Project Brewing,"Missouri, United States",WheatwineRanked #1,Wheatwine,Ranked #1, 14%,"96Ranked #1,184",96,"Ranked #1,184",4.6 | pDev: 4.35%,4.6,4.35%,1,14,Active,"Jan 20, 2021"
Devil's Heart Of Gold,Perennial Artisan Ales,"Missouri, United States",WheatwineRanked #2,Wheatwine,Ranked #2, 10%,"94Ranked #2,402",94,"Ranked #2,402",4.27 | pDev: 6.56%,4.27,6.56%,18,72,Active,"Jun 07, 2012"
Kitten Treats,Forager Brewing Company,"Minnesota, United States",WheatwineRanked #3,Wheatwine,Ranked #3, 11.5%,"92Ranked #5,115",92,"Ranked #5,115",4.32 | pDev: 8.8%,4.32,8.8%,3,12,Active,"Aug 24, 2017"
Apfelsap,The Bruery,"California, United States",WheatwineRanked #4,Wheatwine,Ranked #4, 15.6%,"92Ranked #4,464",92,"Ranked #4,464",4.25 | pDev: 7.29%,4.25,7.29%,7,24,Active,"Feb 20, 2019"
Wood Ya Honey,Jackie O's Brewpub,"Ohio, United States",WheatwineRanked #5,Wheatwine,Ranked #5, 12%,"93Ranked #3,123",93,"Ranked #3,123",4.2 | pDev: 8.81%,4.2,8.81%,95,337,Active,"Dec 06, 2010"
Wood Ya Honey With Nuts,Jackie O's Brewpub,"Ohio, United States",WheatwineRanked #6,Wheatwine,Ranked #6, 13%,"93Ranked #3,981",93,"Ranked #3,981",4.2 | pDev: 7.86%,4.2,7.86%,13,66,Active,"Dec 05, 2015"
White Chocolate Warmer,The Bruery,"California, United States",WheatwineRanked #7,Wheatwine,Ranked #7, 14%,"92Ranked #6,060",92,"Ranked #6,060",4.2 | pDev: 5.48%,4.2,5.48%,8,21,Active,"Jan 07, 2018"
White Chocolate,The Bruery,"California, United States",WheatwineRanked #8,Wheatwine,Ranked #8, 13.8%,"93Ranked #3,735",93,"Ranked #3,735",4.17 | pDev: 12.23%,4.17,12.23%,257,"1,416",Active,"Aug 07, 2012"
Sweet Repute,Founders Brewing Company,"Michigan, United States",WheatwineRanked #9,Wheatwine,Ranked #9, 12.8%,"93Ranked #3,746",93,"Ranked #3,746",4.17 | pDev: 11.03%,4.17,11.03%,193,"1,201",Active,"Nov 18, 2013"
Pecan Pie Thief,Wren House Brewing Co,"Arizona, United States",WheatwineRanked #10,Wheatwine,Ranked #10, 12.8%,"90Ranked #8,977",90,"Ranked #8,977",4.12 | pDev: 6.31%,4.12,6.31%,5,17,Active,"Nov 14, 2017"
White Chocolate Strawberry,The Bruery,"California, United States",WheatwineRanked #11,Wheatwine,Ranked #11, 13.5%,"90Ranked #10,233",90,"Ranked #10,233",4.1 | pDev: 6.59%,4.1,6.59%,7,13,Active,"Feb 20, 2022"
Barrel Aged Wheat Wine,Boulevard Brewing Co.,"Missouri, United States",WheatwineRanked #12,Wheatwine,Ranked #12, 9.9%,"91Ranked #8,282",91,"Ranked #8,282",4.07 | pDev: 6.88%,4.07,6.88%,43,84,Active,"Oct 19, 2022"
White Mocha,The Bruery,"California, United States",WheatwineRanked #13,Wheatwine,Ranked #13, 16.3%,"91Ranked #8,125",91,"Ranked #8,125",4.07 | pDev: 9.34%,4.07,9.34%,24,106,Active,"Feb 10, 2016"
Honey Pot,Barreled Souls Brewing Company,"Maine, United States",WheatwineRanked #14,Wheatwine,Ranked #14, 12.9%,"89Ranked #12,722",89,"Ranked #12,722",4 | pDev: 8%,4,8%,4,16,Active,"Jan 30, 2015"
