name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Big Woody,The Brew Kettle Taproom & Smokehouse / Production Works,"Ohio, United States",HellesRanked #284,Helles,Ranked #284, 5%,"81Ranked #26,052",81,"Ranked #26,052",3.53 | pDev: 12.75%,3.53,12.75%,26,88,Active,"Jun 06, 2004"
Erlkönig Hell,Landbrauerei Ludwig Erl,Germany,HellesRanked #231,Helles,Ranked #231, 5%,"83Ranked #24,204",83,"Ranked #24,204",3.65 | pDev: 9.32%,3.65,9.32%,32,88,Active,"Oct 28, 2018"
Tannen Hell,Hohenthanner Schlossbrauerei,Germany,HellesRanked #200,Helles,Ranked #200, 4.9%,"84Ranked #23,027",84,"Ranked #23,027",3.7 | pDev: 10.81%,3.7,10.81%,35,83,Active,"Oct 24, 2013"
Gold Coin Helles,Backpocket Brewing,"Iowa, United States",HellesRanked #257,Helles,Ranked #257, 5.2%,"82Ranked #25,081",82,"Ranked #25,081",3.6 | pDev: 13.89%,3.6,13.89%,19,82,Active,"Feb 16, 2010"
Corolla Gold Helles Lager,Weeping Radish Eco Farm & Brewery,"North Carolina, United States",HellesRanked #324,Helles,Ranked #324, 5%,"73Ranked #28,029",73,"Ranked #28,029",3.1 | pDev: 16.45%,3.1,16.45%,27,82,Active,"Sep 23, 2007"
Hell,Bayreuther Bierbrauerei,Germany,HellesRanked #195,Helles,Ranked #195, 4.8%,"84Ranked #22,769",84,"Ranked #22,769",3.71 | pDev: 15.63%,3.71,15.63%,25,80,Active,"Sep 24, 2012"
Road To Helles,The Lost Abbey,"California, United States",Helles,Helles,Na, 5.2%,84,84,Na,3.68 | pDev: 13.59%,3.68,13.59%,11,80,Active,"Jun 19, 2010"
When In Doubt,Tröegs Brewing Company,"Pennsylvania, United States",HellesRanked #100,Helles,Ranked #100, 4.3%,"87Ranked #16,584",87,"Ranked #16,584",3.88 | pDev: 7.47%,3.88,7.47%,26,78,Active,"Aug 24, 2015"
Wheels Up Helles Lager,Hangar 24 Brewing,"California, United States",Helles,Helles,Na, 4.3%,78,78,Na,3.37 | pDev: 17.8%,3.37,17.8%,19,73,Active,"Nov 06, 2008"
Ettaler Kloster Edel Hell,Klosterbrauerei Ettal,Germany,HellesRanked #162,Helles,Ranked #162, 5%,"85Ranked #20,895",85,"Ranked #20,895",3.77 | pDev: 12.2%,3.77,12.2%,51,72,Active,"Mar 01, 2005"
Twisted Helles,Frankenmuth Brewery,"Michigan, United States",HellesRanked #255,Helles,Ranked #255, 5.5%,"82Ranked #24,988",82,"Ranked #24,988",3.6 | pDev: 16.11%,3.6,16.11%,14,70,Active,"Jun 23, 2013"
Freya's Gold,Odin Brewing Company,"Washington, United States",Helles,Helles,Na, 4.5%,83,83,Na,3.65 | pDev: 13.42%,3.65,13.42%,18,70,Active,"Feb 28, 2010"
Kurpfalzbräu Helles,Weldebräu,Germany,HellesRanked #247,Helles,Ranked #247, 5.3%,"83Ranked #24,656",83,"Ranked #24,656",3.62 | pDev: 10.5%,3.62,10.5%,28,70,Active,"Apr 03, 2018"
Memoria,Hill Farmstead Brewery,"Vermont, United States",HellesRanked #1,Helles,Ranked #1, 5%,"96Ranked #1,136",96,"Ranked #1,136",4.37 | pDev: 6.41%,4.37,6.41%,12,69,Active,"Feb 12, 2019"
Fest Helles,Uinta Brewing Company,"Utah, United States",Helles,Helles,Na, 5.5%,83,83,Na,3.66 | pDev: 12.57%,3.66,12.57%,29,69,Active,"Jun 26, 2016"
Mooser Liesl Helles,Arcobräu Gräfliches Brauhaus,Germany,HellesRanked #219,Helles,Ranked #219, 5.3%,"83Ranked #23,625",83,"Ranked #23,625",3.67 | pDev: 14.44%,3.67,14.44%,31,68,Active,"Nov 07, 2015"
Benediktiner Original,Licher Privatbrauerei,Germany,Helles,Helles,Na, 5%,85,85,Na,3.76 | pDev: 10.64%,3.76,10.64%,30,68,Active,"Dec 31, 2015"
Marie Hausbrendel Hell,Schwarzbräu GmbH,Germany,HellesRanked #220,Helles,Ranked #220, 4.8%,"83Ranked #23,626",83,"Ranked #23,626",3.67 | pDev: 10.35%,3.67,10.35%,28,68,Active,"Oct 11, 2021"
Hell,Wayfinder Beer,"Oregon, United States",HellesRanked #30,Helles,Ranked #30, 4.7%,"90Ranked #9,708",90,"Ranked #9,708",4.04 | pDev: 8.17%,4.04,8.17%,28,66,Active,"Jun 25, 2017"
Erl Hell,Landbrauerei Ludwig Erl,Germany,HellesRanked #275,Helles,Ranked #275, 5%,"81Ranked #25,689",81,"Ranked #25,689",3.55 | pDev: 11.27%,3.55,11.27%,30,65,Active,"Nov 20, 2020"
Free To Roam,Tree House Brewing Company,"Massachusetts, United States",HellesRanked #13,Helles,Ranked #13, 5%,"91Ranked #6,171",91,"Ranked #6,171",4.13 | pDev: 5.57%,4.13,5.57%,18,65,Active,"Nov 03, 2020"
Hell Yes!,Moat Mountain Smoke House & Brewing Co.,"New Hampshire, United States",HellesRanked #241,Helles,Ranked #241, 4.7%,"83Ranked #24,413",83,"Ranked #24,413",3.63 | pDev: 14.05%,3.63,14.05%,14,65,Active,"Jun 01, 2014"
Krombacher Hell,Krombacher Brauerei,Germany,HellesRanked #289,Helles,Ranked #289, 5%,"81Ranked #26,116",81,"Ranked #26,116",3.51 | pDev: 15.38%,3.51,15.38%,21,64,Active,"Apr 05, 2014"
While,Suarez Family Brewery,"New York, United States",HellesRanked #6,Helles,Ranked #6, 5.3%,"92Ranked #4,881",92,"Ranked #4,881",4.17 | pDev: 6.24%,4.17,6.24%,21,64,Active,"Dec 01, 2016"
Altenmünster Brauer Bier Urig Wurzig,Allgäuer Brauhaus AG,Germany,HellesRanked #268,Helles,Ranked #268, 4.9%,"82Ranked #25,394",82,"Ranked #25,394",3.57 | pDev: 14.57%,3.57,14.57%,27,63,Active,"Feb 15, 2005"
Fürstenberg Premium Lager,Fürstlich Fürstenbergische Brauerei KG,Germany,Helles,Helles,Na, 5.3%,75,75,Na,3.17 | pDev: 17.35%,3.17,17.35%,27,62,Active,"Oct 01, 2004"
Bürgerliches Brauhaus Altbairisch Hell,Herrnbräu,Germany,HellesRanked #285,Helles,Ranked #285, 4.9%,"81Ranked #25,998",81,"Ranked #25,998",3.52 | pDev: 11.65%,3.52,11.65%,25,62,Active,"Oct 07, 2018"
Lagerbier Hell,Brauerei Bernhard Schnitzlbaumer,Germany,HellesRanked #179,Helles,Ranked #179, 5%,"85Ranked #21,787",85,"Ranked #21,787",3.74 | pDev: 7.49%,3.74,7.49%,25,61,Active,"May 29, 2021"
Hells Yes!,Odd Side Ales,"Michigan, United States",Helles,Helles,Na, 4.5%,81,81,Na,3.55 | pDev: 13.24%,3.55,13.24%,9,61,Active,"Mar 09, 2014"
Hell's Half Mile,Tri-City Brewing Company,"Michigan, United States",HellesRanked #310,Helles,Ranked #310, 6%,"78Ranked #27,094",78,"Ranked #27,094",3.37 | pDev: 16.62%,3.37,16.62%,19,60,Active,"Feb 26, 2010"
My Antonia,Dogfish Head Craft Brewery,"Delaware, United States",Imperial PilsnerRanked #4,Imperial Pilsner,Ranked #4, 7.5%,"89Ranked #11,223",89,"Ranked #11,223",3.99 | pDev: 12.03%,3.99,12.03%,554,"1,780",Active,"Jul 15, 2010"
Krampus,Southern Tier Brewing Company,"New York, United States",Imperial Pilsner,Imperial Pilsner,Na, 9%,87,87,Na,3.89 | pDev: 12.08%,3.89,12.08%,458,"1,269",Active,"Jul 15, 2008"
Small Craft Warning,Heavy Seas Beer,"Maryland, United States",Imperial PilsnerRanked #21,Imperial Pilsner,Ranked #21, 7%,"84Ranked #22,422",84,"Ranked #22,422",3.74 | pDev: 12.3%,3.74,12.3%,594,"1,104",Active,"Mar 12, 2004"
Morimoto Imperial Pilsner,Rogue Ales,"Oregon, United States",Imperial PilsnerRanked #2,Imperial Pilsner,Ranked #2, 8.8%,"90Ranked #9,359",90,"Ranked #9,359",4.03 | pDev: 11.17%,4.03,11.17%,341,585,Active,"Aug 24, 2003"
Imperial Spruce India Pilsner,Short's Brewing Company,"Michigan, United States",Imperial PilsnerRanked #8,Imperial Pilsner,Ranked #8, 7.15%,"88Ranked #14,230",88,"Ranked #14,230",3.93 | pDev: 18.07%,3.93,18.07%,169,449,Active,"Jun 30, 2007"
My Antonia,Birra Del Borgo,Italy,Imperial PilsnerRanked #3,Imperial Pilsner,Ranked #3, 7.5%,"90Ranked #10,353",90,"Ranked #10,353",4.01 | pDev: 10.47%,4.01,10.47%,158,404,Active,"Oct 17, 2009"
Lagunitas Imperial PILS,Lagunitas Brewing Company,"California, United States",Imperial PilsnerRanked #9,Imperial Pilsner,Ranked #9, 8.6%,"88Ranked #14,239",88,"Ranked #14,239",3.93 | pDev: 9.16%,3.93,9.16%,106,345,Active,"Jul 19, 2015"
Tilted Smile Imperial Pilsner,Uinta Brewing Company,"Utah, United States",Imperial PilsnerRanked #24,Imperial Pilsner,Ranked #24, 9%,"82Ranked #25,322",82,"Ranked #25,322",3.61 | pDev: 13.3%,3.61,13.3%,124,327,Active,"Jun 05, 2010"
Draft Bear,Mikkeller ApS,Denmark,Imperial Pilsner,Imperial Pilsner,Na, 8%,89,89,Na,3.98 | pDev: 12.31%,3.98,12.31%,131,246,Active,"Feb 15, 2008"
The Curl,Short's Brewing Company,"Michigan, United States",Imperial PilsnerRanked #16,Imperial Pilsner,Ranked #16, 7.1%,"86Ranked #19,350",86,"Ranked #19,350",3.82 | pDev: 13.09%,3.82,13.09%,82,240,Active,"May 22, 2006"
Regal Pilsner,Breckenridge Brewery,"Colorado, United States",Imperial Pilsner,Imperial Pilsner,Na, 7%,82,82,Na,3.6 | pDev: 13.61%,3.6,13.61%,94,235,Active,"Jun 04, 2010"
Super Fresh,Peak Organic Brewing Company,"Maine, United States",Imperial Pilsner,Imperial Pilsner,Na, 7.6%,92,92,Na,4.11 | pDev: 8.76%,4.11,8.76%,66,217,Active,"Aug 08, 2015"
Mexican Honey Imperial Lager,Indeed Brewing Company - Minneapolis,"Minnesota, United States",Imperial PilsnerRanked #10,Imperial Pilsner,Ranked #10, 8%,"87Ranked #15,713",87,"Ranked #15,713",3.9 | pDev: 10.26%,3.9,10.26%,44,207,Active,"Aug 17, 2013"
Hitachino Nest Ancient Nipponia,Kiuchi Brewery,Japan,Imperial PilsnerRanked #13,Imperial Pilsner,Ranked #13, 6.5%,"87Ranked #17,581",87,"Ranked #17,581",3.86 | pDev: 11.14%,3.86,11.14%,93,204,Active,"Aug 13, 2010"
Orange Blossom Pilsner² (Squared),Thomas Creek Brewery,"South Carolina, United States",Imperial PilsnerRanked #26,Imperial Pilsner,Ranked #26, 11%,"77Ranked #27,448",77,"Ranked #27,448",3.34 | pDev: 18.56%,3.34,18.56%,63,144,Active,"Mar 03, 2008"
Arrrggghhh!,The Bruery,"California, United States",Imperial PilsnerRanked #22,Imperial Pilsner,Ranked #22, 8.2%,"84Ranked #22,629",84,"Ranked #22,629",3.72 | pDev: 8.6%,3.72,8.6%,27,113,Active,"Sep 04, 2015"
Great Ketch,Grey Sail Brewing of Rhode Island,"Rhode Island, United States",Imperial PilsnerRanked #1,Imperial Pilsner,Ranked #1, 8.5%,"91Ranked #7,693",91,"Ranked #7,693",4.08 | pDev: 10.54%,4.08,10.54%,18,112,Active,"May 04, 2015"
Crazy Brewski Imperial Pils,Rinkuškiai,Lithuania,Imperial PilsnerRanked #27,Imperial Pilsner,Ranked #27, 15%,"61Ranked #28,768",61,"Ranked #28,768",2.44 | pDev: 33.2%,2.44,33.2%,33,100,Active,"Oct 26, 2013"
Turbo Prop,Propeller,Germany,Imperial PilsnerRanked #23,Imperial Pilsner,Ranked #23, 6.5%,"82Ranked #24,838",82,"Ranked #24,838",3.62 | pDev: 11.05%,3.62,11.05%,44,99,Active,"Oct 04, 2019"
Orange Blossom Pilsner 2,Orange Blossom Brewing Co.,"Florida, United States",Imperial PilsnerRanked #25,Imperial Pilsner,Ranked #25, 11%,"79Ranked #26,850",79,"Ranked #26,850",3.43 | pDev: 18.08%,3.43,18.08%,20,81,Active,"Feb 06, 2013"
überPils,Blue Mountain Brewery,"Virginia, United States",Imperial Pilsner,Imperial Pilsner,Na, 7.6%,83,83,Na,3.64 | pDev: 11.54%,3.64,11.54%,19,80,Active,"Jul 05, 2009"
The Big DIPL,Sudwerk Brewing Company,"California, United States",Imperial Pilsner,Imperial Pilsner,Na, 9%,88,88,Na,3.92 | pDev: 8.67%,3.92,8.67%,15,76,Active,"Jun 07, 2014"
Gollum Precious Pils (Hobbit Series),Fish Brewing Company / Fishbowl Brewpub,"Washington, United States",Imperial Pilsner,Imperial Pilsner,Na, 9%,82,82,Na,3.57 | pDev: 11.76%,3.57,11.76%,15,71,Active,"Aug 24, 2014"
Family Drama Imperial Pilsner ... and Holiday Tradition,Flying Dog Brewery,"Maryland, United States",Imperial PilsnerRanked #20,Imperial Pilsner,Ranked #20, 9.5%,"85Ranked #21,859",85,"Ranked #21,859",3.74 | pDev: 8.82%,3.74,8.82%,31,69,Active,"Nov 16, 2017"
Cascaderade,Sudwerk Brewing Company,"California, United States",Imperial Pilsner,Imperial Pilsner,Na, 6.6%,84,84,Na,3.68 | pDev: 9.24%,3.68,9.24%,12,63,Active,"Jan 15, 2014"
Ramstein Imperial Pilsner,High Point Brewing Company,"New Jersey, United States",Imperial PilsnerRanked #15,Imperial Pilsner,Ranked #15, 7%,"87Ranked #17,818",87,"Ranked #17,818",3.85 | pDev: 9.09%,3.85,9.09%,20,54,Active,"Jul 12, 2004"
Summer Pilsner Fusion,Element Brewing Company,"Massachusetts, United States",Imperial Pilsner,Imperial Pilsner,Na, 9.1%,85,85,Na,3.78 | pDev: 20.11%,3.78,20.11%,20,53,Active,"May 13, 2011"
Defiance Double I.P.Lager,Thomas Hooker Brewing Company,"Connecticut, United States",Imperial Pilsner,Imperial Pilsner,Na, 8.5%,87,87,Na,3.87 | pDev: 12.66%,3.87,12.66%,5,51,Active,"Jun 18, 2014"
Samuel Adams Double Pilsner,Boston Beer Company (Samuel Adams),"Massachusetts, United States",Imperial Pilsner,Imperial Pilsner,Na, 8.6%,87,87,Na,3.89 | pDev: 8.48%,3.89,8.48%,14,50,Active,"Feb 25, 2016"
Imperialist,De Struise Brouwers,Belgium,Imperial PilsnerRanked #19,Imperial Pilsner,Ranked #19, 8.5%,"85Ranked #21,564",85,"Ranked #21,564",3.74 | pDev: 12.03%,3.74,12.03%,5,46,Active,"Jan 23, 2014"
Feels Good Imperial Pilsner,Picaroons Traditional Ales,"New Brunswick, Canada",Imperial PilsnerRanked #18,Imperial Pilsner,Ranked #18, 7.5%,"85Ranked #21,371",85,"Ranked #21,371",3.74 | pDev: 14.44%,3.74,14.44%,13,37,Active,"Feb 09, 2010"
Uber Ursa Pils,Atwater Brewery,"Michigan, United States",Imperial Pilsner,Imperial Pilsner,Na, 6.8%,79,79,Na,3.37 | pDev: 15.73%,3.37,15.73%,12,35,Active,"May 10, 2011"
Mexican Cousin,Indeed Brewing Company - Minneapolis,"Minnesota, United States",Imperial Pilsner,Imperial Pilsner,Na, 8.7%,87,87,Na,3.89 | pDev: 9.77%,3.89,9.77%,2,33,Active,"Feb 01, 2014"
Bela Imperial Pilsner,DESTIHL Brewery,"Illinois, United States",Imperial Pilsner,Imperial Pilsner,Na, 9.7%,83,83,Na,3.6 | pDev: 18.61%,3.6,18.61%,9,32,Active,"Feb 09, 2010"
Ignoble Lager,The Tap Brewing Company,"Massachusetts, United States",Imperial Pilsner,Imperial Pilsner,Na, 7.1%,83,83,Na,3.56 | pDev: 10.96%,3.56,10.96%,3,26,Active,"Jan 10, 2012"
Elsa Von Horizon,New Albanian Brewing Company - Pizzeria and Public House,"Indiana, United States",Imperial Pilsner,Imperial Pilsner,Na, 10%,80,80,Na,3.39 | pDev: 17.7%,3.39,17.7%,10,25,Active,"Jan 25, 2011"
SLIPPILS,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,"Missouri, United States",Imperial Pilsner,Imperial Pilsner,Na, 7.5%,86,86,Na,3.82 | pDev: 10.73%,3.82,10.73%,7,21,Active,"Nov 21, 2014"
Sampan,Melvin Brewing,"Wyoming, United States",Imperial PilsnerRanked #14,Imperial Pilsner,Ranked #14, 8%,"87Ranked #16,812",87,"Ranked #16,812",3.87 | pDev: 5.68%,3.87,5.68%,7,20,Active,"Jul 03, 2020"
Pure Michigan Winter Pils,Short's Brewing Company,"Michigan, United States",Imperial PilsnerRanked #11,Imperial Pilsner,Ranked #11, 7.3%,"88Ranked #14,862",88,"Ranked #14,862",3.93 | pDev: 12.21%,3.93,12.21%,9,20,Active,"Nov 12, 2022"
Larger,Epic Brewing Company,New Zealand,Imperial Pilsner,Imperial Pilsner,Na, 8.5%,87,87,Na,3.89 | pDev: 7.97%,3.89,7.97%,14,20,Active,"Jan 19, 2012"
Bad Attitude Hipster,Birrificio Ticinese,Switzerland,Imperial Pilsner,Imperial Pilsner,Na, 7.62%,82,82,Na,3.49 | pDev: 10.03%,3.49,10.03%,7,18,Active,"Apr 24, 2012"
Cur-8,Allagash Brewing Company,"Maine, United States",Imperial PilsnerRanked #5,Imperial Pilsner,Ranked #5, 6.5%,"90Ranked #9,756",90,"Ranked #9,756",4.09 | pDev: 6.6%,4.09,6.6%,7,18,Active,"Jan 29, 2023"
Czech Norris,Brewfist,Italy,Imperial Pilsner,Imperial Pilsner,Na, 6.7%,82,82,Na,3.5 | pDev: 12.57%,3.5,12.57%,7,17,Active,"Jun 27, 2013"
Escorpion En Fuego (99 Scorpions),The Unknown Brewing Co.,"North Carolina, United States",Imperial Pilsner,Imperial Pilsner,Na, 10.1%,85,85,Na,3.73 | pDev: 7.77%,3.73,7.77%,5,17,Active,"Nov 29, 2014"
Imperial Pilsner,Gordon Biersch Brewery Restaurant,United States,Imperial Pilsner,Imperial Pilsner,Na, 9.2%,85,85,Na,3.69 | pDev: 8.67%,3.69,8.67%,2,16,Active,"Feb 13, 2010"
Boom Imperial Pilsner,Explosion Brewing Company,Czechia,Imperial Pilsner,Imperial Pilsner,Na, 8.5%,76,76,Na,2.98 | pDev: 16.11%,2.98,16.11%,10,15,Active,"May 27, 2012"
Snowy Spring Royal Pilsner,Brasserie Dunham,"Quebec, Canada",Imperial Pilsner,Imperial Pilsner,Na, 6.7%,88,88,Na,3.98 | pDev: 5.28%,3.98,5.28%,4,15,Active,"May 27, 2013"
Dry-Hopped Imperial Pilsner,Tröegs Brewing Company,"Pennsylvania, United States",Imperial PilsnerRanked #6,Imperial Pilsner,Ranked #6, 10.4%,"89Ranked #11,294",89,"Ranked #11,294",4.05 | pDev: 6.91%,4.05,6.91%,5,15,Active,"Aug 09, 2021"
Belligerent Attempts,Aslin Beer Company,"Virginia, United States",Imperial PilsnerRanked #7,Imperial Pilsner,Ranked #7, 7.5%,"89Ranked #11,272",89,"Ranked #11,272",4.06 | pDev: 5.67%,4.06,5.67%,3,13,Active,"Jul 26, 2018"
Bodenbrecher,Hinterland Brewery Restaurant,"Wisconsin, United States",Imperial Pilsner,Imperial Pilsner,Na, 7%,87,87,Na,3.89 | pDev: 6.94%,3.89,6.94%,8,13,Active,"Feb 17, 2016"
Imperial Pilsner,Park City Brewery,"Utah, United States",Imperial Pilsner,Imperial Pilsner,Na, 7.7%,86,86,Na,3.77 | pDev: 11.41%,3.77,11.41%,7,13,Active,"Mar 25, 2017"
Spruce Pilsner,Short's Brewing Company,"Michigan, United States",Imperial PilsnerRanked #12,Imperial Pilsner,Ranked #12, 10%,"88Ranked #14,844",88,"Ranked #14,844",3.94 | pDev: 18.53%,3.94,18.53%,6,11,Active,"Jan 03, 2020"
Imperial Pilsner,Blue Point Brewing Company,"New York, United States",Imperial Pilsner,Imperial Pilsner,Na, 6.5%,81,81,Na,3.28 | pDev: 11.28%,3.28,11.28%,5,11,Active,"Apr 19, 2009"
Double Pilsner,Square One Brewery & Distillery,"Missouri, United States",Imperial PilsnerRanked #17,Imperial Pilsner,Ranked #17, 8%,"87Ranked #17,668",87,"Ranked #17,668",3.83 | pDev: 12.53%,3.83,12.53%,8,11,Active,"Jul 16, 2007"
Doctor's Orders Iron Lung,Doctor's Orders Brewing,Australia,Imperial Pilsner,Imperial Pilsner,Na, 7%,Needs more ratings,Na,Na,4.02 | pDev: 11.19%,4.02,11.19%,6,9,Active,"Feb 25, 2012"
Imperial Pilsner,Meantime Brewing Company Limited,"England, United Kingdom",Imperial Pilsner,Imperial Pilsner,Na, 8%,Needs more ratings,Na,Na,3.69 | pDev: 5.69%,3.69,5.69%,2,8,Active,"Apr 13, 2014"
Cactus Whacked-Us,Dewey Beer Co.,"Delaware, United States",Imperial Pilsner,Imperial Pilsner,Na, 7.2%,Needs more ratings,Na,Na,3.97 | pDev: 5.04%,3.97,5.04%,4,8,Active,"Dec 22, 2020"
Modern Savage,Levante Brewing Company,"Pennsylvania, United States",Imperial Pilsner,Imperial Pilsner,Na, 6.7%,Needs more ratings,Na,Na,3.7 | pDev: 6.49%,3.7,6.49%,0,8,Active,"Mar 18, 2016"
Super Saaz Imperial Pilsner,Carolina Brewery,"North Carolina, United States",Imperial Pilsner,Imperial Pilsner,Na, 8.3%,Needs more ratings,Na,Na,3.75 | pDev: 9.6%,3.75,9.6%,3,8,Active,"Feb 21, 2012"
Imperial Small Arms Dealer,Broken Bow Brewery,"New York, United States",Imperial Pilsner,Imperial Pilsner,Na, 8%,Needs more ratings,Na,Na,3.87 | pDev: 5.43%,3.87,5.43%,3,8,Active,"Jul 22, 2021"
Superswell,Pelican Pub & Brewery,"Oregon, United States",Imperial Pilsner,Imperial Pilsner,Na, 7.4%,Needs more ratings,Na,Na,3.84 | pDev: 3.91%,3.84,3.91%,5,8,Active,"Jan 16, 2022"
Imperial Pilsener,Portsmouth Brewery,"New Hampshire, United States",Imperial Pilsner,Imperial Pilsner,Na, 9%,Needs more ratings,Na,Na,4.01 | pDev: 2.99%,4.01,2.99%,6,7,Active,"Jan 09, 2008"
Benedict Imperial Pilsner,Břevnovský Klášterní Pivovar,Czechia,Imperial Pilsner,Imperial Pilsner,Na, 8.5%,Needs more ratings,Na,Na,3.61 | pDev: 11.91%,3.61,11.91%,2,7,Active,"Apr 08, 2013"
Dr. Snow Imperial Pilsner,Yukon Brewing,"Yukon, Canada",Imperial Pilsner,Imperial Pilsner,Na, 6.9%,Needs more ratings,Na,Na,3.54 | pDev: 12.99%,3.54,12.99%,3,6,Active,"Apr 16, 2016"
Buddelship / Mashsee - Moonshine,Buddelship Brauerei GmbH,Germany,Imperial Pilsner,Imperial Pilsner,Na, 7%,Needs more ratings,Na,Na,3.61 | pDev: 9.7%,3.61,9.7%,4,6,Active,"Oct 28, 2015"
Cuvées Du Chai - Pilsner Du Nouveau Monde,Brasseurs Du Monde,"Quebec, Canada",Imperial Pilsner,Imperial Pilsner,Na, 5.6%,Needs more ratings,Na,Na,4.07 | pDev: 3.69%,4.07,3.69%,4,6,Active,"Jan 18, 2016"
Sheer Hopulence,903 Brewers,"Texas, United States",Imperial Pilsner,Imperial Pilsner,Na, 8.8%,Needs more ratings,Na,Na,3.97 | pDev: 8.31%,3.97,8.31%,4,6,Active,"May 09, 2018"
Runemeister,The Livery,"Michigan, United States",Imperial Pilsner,Imperial Pilsner,Na, 9.25%,Needs more ratings,Na,Na,4.06 | pDev: 11.58%,4.06,11.58%,1,6,Active,"Oct 13, 2011"
The Grouch,Goose Island Beer Co.,"Illinois, United States",Imperial Pilsner,Imperial Pilsner,Na, 8.9%,Needs more ratings,Na,Na,3.72 | pDev: 6.18%,3.72,6.18%,1,6,Active,"Oct 11, 2014"
Tripping Brick,Holy City Brewing,"South Carolina, United States",Imperial Pilsner,Imperial Pilsner,Na, 8.5%,Needs more ratings,Na,Na,4.17 | pDev: 5.04%,4.17,5.04%,3,6,Active,"Mar 10, 2012"
Ninkasi,Paddock Wood Brewing Co.,"Saskatchewan, Canada",Imperial Pilsner,Imperial Pilsner,Na, 8.3%,Needs more ratings,Na,Na,3.61 | pDev: 19.39%,3.61,19.39%,3,6,Active,"Aug 19, 2013"
King Tut's Gold,Jack's Abby Brewing,"Massachusetts, United States",Imperial Pilsner,Imperial Pilsner,Na, 6.8%,Needs more ratings,Na,Na,4.03 | pDev: 6.7%,4.03,6.7%,2,6,Active,"Jul 06, 2022"
Trans IPA - Palabre 21,À l’abri de la Tempête,"Quebec, Canada",Imperial Pilsner,Imperial Pilsner,Na, 6.8%,Needs more ratings,Na,Na,3.88 | pDev: 3.35%,3.88,3.35%,2,5,Active,"Dec 17, 2016"
Bastards Piná A Vivá,Cervejaria HRX Ltda (Bastards Brewery),Brazil,Imperial Pilsner,Imperial Pilsner,Na, 8.5%,Needs more ratings,Na,Na,3.67 | pDev: 4.9%,3.67,4.9%,2,5,Active,"Jan 28, 2015"
Fireside Imperial Pils,Free State Brewing Co.,"Kansas, United States",Imperial Pilsner,Imperial Pilsner,Na, 8.3%,Needs more ratings,Na,Na,3.9 | pDev: 8.72%,3.9,8.72%,1,5,Active,"Jan 03, 2007"
God Save the Lager,8 Wired Brewing Co.,New Zealand,Imperial Pilsner,Imperial Pilsner,Na, 7%,Needs more ratings,Na,Na,3.87 | pDev: 2.07%,3.87,2.07%,2,5,Active,"Dec 24, 2018"
Polar Vortex,Pisgah Brewing Co.,"North Carolina, United States",Imperial Pilsner,Imperial Pilsner,Na, 7.6%,Needs more ratings,Na,Na,3.8 | pDev: 16.84%,3.8,16.84%,1,5,Active,"Feb 11, 2014"
Python Pilsner,Nøgne Ø,Norway,Imperial Pilsner,Imperial Pilsner,Na, 9%,Needs more ratings,Na,Na,3.94 | pDev: 12.94%,3.94,12.94%,2,5,Active,"Aug 27, 2013"
Monteith's Imperial Pilsner,Monteith's Brewing Co.,New Zealand,Imperial Pilsner,Imperial Pilsner,Na, 7%,Needs more ratings,Na,Na,2.9 | pDev: 6.9%,2.9,6.9%,3,5,Active,"Feb 25, 2014"
Craft Boom,Explosion Brewing Company,Czechia,Imperial Pilsner,Imperial Pilsner,Na, 8.5%,Needs more ratings,Na,Na,3.06 | pDev: 7.52%,3.06,7.52%,1,5,Active,"Feb 15, 2014"
Carnivora,Wolverine State Brewing Company,"Michigan, United States",Imperial Pilsner,Imperial Pilsner,Na, 8.6%,Needs more ratings,Na,Na,4.13 | pDev: 2.91%,4.13,2.91%,1,5,Active,"Jun 13, 2014"
OC/DC Mosaic Imperial Pils,Boiler Brewing Co.,"Nebraska, United States",Imperial Pilsner,Imperial Pilsner,Na, 6.66%,Needs more ratings,Na,Na,4.04 | pDev: 3.71%,4.04,3.71%,2,5,Active,"Nov 28, 2023"
Imperial Pilsner,Yellowhammer Brewing,"Alabama, United States",Imperial Pilsner,Imperial Pilsner,Na, 8.4%,Needs more ratings,Na,Na,3.82 | pDev: 12.57%,3.82,12.57%,2,5,Active,"May 25, 2015"
Czech Mate,Pinthouse Pizza Craft Brewpub,"Texas, United States",Imperial Pilsner,Imperial Pilsner,Na, 9.1%,Needs more ratings,Na,Na,3.95 | pDev: 7.34%,3.95,7.34%,0,5,Active,"Apr 30, 2014"
